"zielkreis_ags","p_x18_bis_24_jahre","p_x30_bis_49_jahre","p_wanderungssaldo_18_bis_49"
"1001",27.2652485603479,-5.26952159240611,-1.0438830451417
"1002",43.9628572252502,-10.6935047782803,1.9421583622056
"1003",16.9552426508567,-3.41755713016336,0.699963234254362
"1004",-3.43380389164441,0.647599634796271,-0.289784750582939
"10041",5.40984791011885,-3.27828499820981,-1.86870357133967
"10042",-13.1377690374741,1.02998946057296,-2.03033371303211
"10043",-4.89227584909211,1.48734136107972,-0.0345647007993087
"10044",-9.5233769379845,1.58104082413833,-0.709385588623124
"10045",-2.31365682841421,2.48508946322068,0.600942148227019
"10046",-15.3297682709447,2.85359100412499,-0.677095198319285
"1051",-14.8148148148148,4.9470702640613,0.208834536220262
"1053",-19.4842571806827,8.52519885657469,2.9892836999436
"1054",-16.2293488824101,3.36148067148614,-0.892692439455029
"1055",-20.6489675516224,8.45755639813709,2.87793839301174
"1056",-12.3416339012669,4.95803551672147,1.11443517206389
"1057",-28.4658843980878,10.5868353317036,3.26937698465942
"1058",-25.3140155435158,6.9398276123494,0.471054768493334
"1059",-19.0868899846965,7.68793166995176,3.42161752126406
"1060",-14.5279723958005,6.60156749040454,3.09919731364567
"1061",-15.5294219005772,7.42404629559126,3.00698124316595
"1062",-25.9215012817641,7.30150061116746,1.05116427869564
"11000",15.6136109785578,-6.62989804829899,-0.368733851274392
"12051",21.1442786069652,3.25408557115874,6.84093520134879
"12052",12.1292944687877,-3.90452465504143,-1.85423957757721
"12053",4.53028135431569,-0.380843568504237,-0.438774132577292
"12054",19.8180068247441,-4.36816350028785,-0.0178225888583359
"12060",-7.17352010845007,10.8479261980423,7.78641979557422
"12061",-7.73968717075938,9.59756910990884,7.15330284078534
"12062",-23.4730142987024,5.42458082784512,1.3677792907175
"12063",-14.1537995761429,10.9844642571139,6.91241211643341
"12064",-19.2969956062225,10.8988327133728,6.56543048333965
"12065",-14.7753050088897,8.2124143490528,4.58123433631353
"12066",-13.8829560017087,3.88544486160831,1.10323875417179
"12067",-15.958388667552,8.31017737034825,4.7623808571619
"12068",-5.99781897491821,5.57811697708071,3.5393998763834
"12069",-25.6242401571121,12.0837017388742,5.56015646566766
"12070",-13.3392839432709,5.20968439256377,1.87283980387429
"12071",-27.588635830007,8.07107875774927,2.71889720144084
"12072",-11.636065957198,11.9006497244839,8.1902212970535
"12073",-15.9536367780165,5.61164857138834,2.24889930632543
"13003",38.8468848124277,-6.23942470389171,2.34291799787007
"13004",9.79687219126371,-0.864317574971833,1.66759920569617
"13071",-18.188208417538,4.64804932777704,0.723722487902482
"13072",-31.07087271761,8.95255748979153,3.97127366118139
"13073",-16.8615670707721,5.6142313235389,1.65736790285527
"13074",-17.3656334114787,5.83780080182958,1.69926191568325
"13075",5.30103699117784,2.31316227830737,0.768798604334841
"13076",-25.2624293459453,6.40787721328297,2.11368421052632
"14511",16.2541892240268,-3.57285546800804,-0.0623743849192598
"14521",-20.2910996608975,1.98123194003376,-1.64943721919228
"14522",-15.7917790534154,3.89740348659609,-0.197261772231011
"14523",-15.4107331223629,1.87108964320636,-1.10525653441889
"14524",-15.2677750106572,1.5159924354547,-1.40609446381057
"14612",30.1787723465433,-6.38593232677206,0.55640550637789
"14625",-23.1551204819277,5.07545836700876,0.722993935425534
"14626",-19.5260548905816,3.38492303205782,-0.868457024224298
"14627",-22.07607755959,5.82281858727557,1.45496659416164
"14628",-18.919863672114,5.08216365289545,1.4820542560732
"14713",44.8869957257451,-6.19858156028369,5.08075148790372
"14729",-18.3884118310348,8.5268289368641,4.53416393959705
"14730",-15.0484895775276,6.16224648985959,3.47513960573169
"15001",-6.49752475247525,0.440304041527623,-0.746729838294366
"15002",23.5753406485114,-6.54223387164962,-1.53831810553795
"15003",23.527445203619,-5.0585326470885,-0.443607449257167
"15081",-20.8723575060209,3.19616460247703,-0.725070374477523
"15082",-13.834290898095,4.44302591849555,1.66376475140259
"15083",-21.2192424661322,5.87315348394445,2.24894982959499
"15084",-16.0028608466318,3.88007546398268,0.790826413602214
"15085",-12.5756950178915,2.70233752195649,-0.0251770787874719
"15086",-21.8085591751072,6.80466704807476,2.56348634142434
"15087",-17.7750625472741,3.10666419615836,-0.116189360772613
"15088",-17.4866748667487,6.41397771435022,2.93416354718753
"15089",-10.6635071090047,3.64726649706661,1.04092372342271
"15090",-17.0839853938445,2.62876492603814,-0.612082062716551
"15091",-18.8348229063224,5.65483219187069,2.07800030115946
"16051",23.7506680919294,-4.85663118230176,0.353274199282651
"16052",2.11062590975255,-0.538399766389254,-0.421590714464514
"16053",31.2222222222222,-9.81795055250815,-2.24893788608153
"16054",-14.3394452280207,-0.580720092915215,-2.46431669426701
"16055",15.9530747963835,-2.33351908609641,-0.603665898364614
"16061",-20.2527322404372,0.914063727380493,-2.54657984656051
"16062",-19.3089430894309,0.831767653045248,-3.977588640349
"16063",-17.4321455990607,0.612816621921326,-2.51912126050849
"16064",-17.9503235232728,2.79090394702635,-0.738393029569801
"16065",-19.3301530510833,2.82120859714864,-0.742858065662193
"16066",-17.4156289478433,1.39655938551387,-2.00366384245477
"16067",-18.2850567812297,1.86222920795462,-2.00057643727854
"16068",-22.4205716714483,5.94848999869264,1.62214056344556
"16069",-20.7795401450879,0.562311098615309,-2.76920856560408
"16070",-14.2865940020937,2.82822926333466,-1.11042832346885
"16071",-21.5943933420937,4.15158611879923,-0.210532034826073
"16072",-14.6004432277408,-0.114508187335394,-3.29194278238864
