"ags","region","anteil_18_24","tooltip"
"06435","Main-Kinzig-Kreis",6.57761066803676,"Hier leben rund <b>  342 560</b> deutsche Personen, davon sind etwa <b> 22 530</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"06436","Main-Taunus-Kreis",6.56409355577025,"Hier leben rund <b>  193 550</b> deutsche Personen, davon sind etwa <b> 12 700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"06437","Odenwaldkreis",6.27927838134157,"Hier leben rund <b>   80 260</b> deutsche Personen, davon sind etwa <b>  5040</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"06438","Offenbach (Land)",7.07072497890235,"Hier leben rund <b>  282 020</b> deutsche Personen, davon sind etwa <b> 19 940</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"06439","Rheingau-Taunus-Kreis",6.43667486571959,"Hier leben rund <b>  159 370</b> deutsche Personen, davon sind etwa <b> 10 260</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"06440","Wetteraukreis",6.40133561488256,"Hier leben rund <b>  264 150</b> deutsche Personen, davon sind etwa <b> 16 910</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"06531","Gießen",8.98594885930805,"Hier leben rund <b>  227 100</b> deutsche Personen, davon sind etwa <b> 20 410</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,0 Prozent</b>."
"06532","Lahn-Dill-Kreis",6.66035110303283,"Hier leben rund <b>  220 620</b> deutsche Personen, davon sind etwa <b> 14 690</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"06533","Limburg-Weilburg",6.72565664103623,"Hier leben rund <b>  150 080</b> deutsche Personen, davon sind etwa <b> 10 090</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"06534","Marburg-Biedenkopf",9.31778707895561,"Hier leben rund <b>  210 730</b> deutsche Personen, davon sind etwa <b> 19 640</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,3 Prozent</b>."
"06535","Vogelsbergkreis",5.7604137241694,"Hier leben rund <b>   92 040</b> deutsche Personen, davon sind etwa <b>  5300</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"06611","Kassel (Stadt)",8.60333233614713,"Hier leben rund <b>  153 770</b> deutsche Personen, davon sind etwa <b> 13 230</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,6 Prozent</b>."
"06631","Fulda",7.01139217247504,"Hier leben rund <b>  195 920</b> deutsche Personen, davon sind etwa <b> 13 740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"06632","Hersfeld-Rotenburg",6.18182167674224,"Hier leben rund <b>  104 050</b> deutsche Personen, davon sind etwa <b>  6430</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"06633","Kassel (Land)",5.84478642945642,"Hier leben rund <b>  209 040</b> deutsche Personen, davon sind etwa <b> 12 220</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"06634","Schwalm-Eder-Kreis",6.02741591956016,"Hier leben rund <b>  161 510</b> deutsche Personen, davon sind etwa <b>  9740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"06635","Waldeck-Frankenberg",6.25730781800356,"Hier leben rund <b>  137 700</b> deutsche Personen, davon sind etwa <b>  8620</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"06636","Werra-Meißner-Kreis",5.85268537613198,"Hier leben rund <b>   89 220</b> deutsche Personen, davon sind etwa <b>  5220</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"07111","Koblenz (Stadt)",7.74378585086042,"Hier leben rund <b>   94 140</b> deutsche Personen, davon sind etwa <b>  7290</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,7 Prozent</b>."
"07131","Ahrweiler",5.87712102240836,"Hier leben rund <b>  115 800</b> deutsche Personen, davon sind etwa <b>  6810</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"07132","Altenkirchen (Westerwald)",6.35011779806288,"Hier leben rund <b>  118 420</b> deutsche Personen, davon sind etwa <b>  7520</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"07133","Bad Kreuznach",6.02774398344311,"Hier leben rund <b>  143 020</b> deutsche Personen, davon sind etwa <b>  8620</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"07134","Birkenfeld",6.21374850831183,"Hier leben rund <b>   72 070</b> deutsche Personen, davon sind etwa <b>  4480</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"07135","Cochem-Zell",6.08259640805908,"Hier leben rund <b>   54 840</b> deutsche Personen, davon sind etwa <b>  3340</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"07137","Mayen-Koblenz",6.27769609739741,"Hier leben rund <b>  193 840</b> deutsche Personen, davon sind etwa <b> 12 170</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"07138","Neuwied",6.56408961362242,"Hier leben rund <b>  166 310</b> deutsche Personen, davon sind etwa <b> 10 920</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"07140","Rhein-Hunsrück-Kreis",6.05627691884398,"Hier leben rund <b>   94 500</b> deutsche Personen, davon sind etwa <b>  5720</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"07141","Rhein-Lahn-Kreis",5.96256108077034,"Hier leben rund <b>  111 330</b> deutsche Personen, davon sind etwa <b>  6640</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"07143","Westerwaldkreis",6.26029476094552,"Hier leben rund <b>  185 170</b> deutsche Personen, davon sind etwa <b> 11 590</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"07211","Trier (Stadt)",9.09198043721643,"Hier leben rund <b>   84 860</b> deutsche Personen, davon sind etwa <b>  7720</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,1 Prozent</b>."
"07231","Bernkastel-Wittlich",5.99000306028767,"Hier leben rund <b>   98 030</b> deutsche Personen, davon sind etwa <b>  5870</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"07232","Bitburg-Prüm",6.1444266976429,"Hier leben rund <b>   82 640</b> deutsche Personen, davon sind etwa <b>  5080</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"07233","Vulkaneifel",5.6854181116089,"Hier leben rund <b>   53 350</b> deutsche Personen, davon sind etwa <b>  3030</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"07235","Trier-Saarburg",5.8524728099972,"Hier leben rund <b>  128 360</b> deutsche Personen, davon sind etwa <b>  7510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"07311","Frankenthal (Pfalz) (Stadt)",6.47041678810842,"Hier leben rund <b>   37 740</b> deutsche Personen, davon sind etwa <b>  2440</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"07312","Kaiserslautern (Stadt)",7.82959492410412,"Hier leben rund <b>   78 330</b> deutsche Personen, davon sind etwa <b>  6130</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,8 Prozent</b>."
"07313","Landau in der Pfalz (Stadt)",9.29506281736477,"Hier leben rund <b>   41 950</b> deutsche Personen, davon sind etwa <b>  3900</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,3 Prozent</b>."
"07314","Ludwigshafen am Rhein (Stadt)",7.87825774173506,"Hier leben rund <b>  122 320</b> deutsche Personen, davon sind etwa <b>  9640</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,9 Prozent</b>."
"07315","Mainz (Stadt)",10.4773120580316,"Hier leben rund <b>  180 870</b> deutsche Personen, davon sind etwa <b> 18 950</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>10,5 Prozent</b>."
"07316","Neustadt an der Weinstraße (Stadt)",5.89338684348281,"Hier leben rund <b>   45 850</b> deutsche Personen, davon sind etwa <b>  2700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"07317","Pirmasens (Stadt)",6.18457175611669,"Hier leben rund <b>   33 150</b> deutsche Personen, davon sind etwa <b>  2050</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"07318","Speyer (Stadt)",6.22494350900211,"Hier leben rund <b>   41 160</b> deutsche Personen, davon sind etwa <b>  2560</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"07319","Worms (Stadt)",7.26574046704109,"Hier leben rund <b>   67 660</b> deutsche Personen, davon sind etwa <b>  4920</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,3 Prozent</b>."
"07320","Zweibrücken (Stadt)",6.50733147900141,"Hier leben rund <b>   29 120</b> deutsche Personen, davon sind etwa <b>  1900</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"07331","Alzey-Worms",6.15783420027124,"Hier leben rund <b>  116 500</b> deutsche Personen, davon sind etwa <b>  7170</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"07332","Bad Dürkheim",5.4023369520179,"Hier leben rund <b>  120 670</b> deutsche Personen, davon sind etwa <b>  6520</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,4 Prozent</b>."
"07333","Donnersbergkreis",6.23683351630419,"Hier leben rund <b>   67 410</b> deutsche Personen, davon sind etwa <b>  4200</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"07334","Germersheim",6.44866852762639,"Hier leben rund <b>  112 840</b> deutsche Personen, davon sind etwa <b>  7280</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"07335","Kaiserslautern (Land)",6.0419812424236,"Hier leben rund <b>   94 040</b> deutsche Personen, davon sind etwa <b>  5680</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"07336","Kusel",5.82612653618571,"Hier leben rund <b>   63 710</b> deutsche Personen, davon sind etwa <b>  3710</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"07337","Südliche Weinstraße",5.67837186850907,"Hier leben rund <b>  102 550</b> deutsche Personen, davon sind etwa <b>  5820</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"07338","Rhein-Pfalz-Kreis",5.71388982074357,"Hier leben rund <b>  137 120</b> deutsche Personen, davon sind etwa <b>  7840</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"07339","Mainz-Bingen",6.10938327157226,"Hier leben rund <b>  181 340</b> deutsche Personen, davon sind etwa <b> 11 080</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"07340","Südwestpfalz",5.30825768425039,"Hier leben rund <b>   84 490</b> deutsche Personen, davon sind etwa <b>  4480</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"08111","Stuttgart (Stadt)",8.69056048192229,"Hier leben rund <b>  444 890</b> deutsche Personen, davon sind etwa <b> 38 660</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,7 Prozent</b>."
"08115","Böblingen",6.9764177428411,"Hier leben rund <b>  313 460</b> deutsche Personen, davon sind etwa <b> 21 870</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"08116","Esslingen",7.18465072036749,"Hier leben rund <b>  431 030</b> deutsche Personen, davon sind etwa <b> 30 970</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"08117","Göppingen",7.04218600191755,"Hier leben rund <b>  208 600</b> deutsche Personen, davon sind etwa <b> 14 690</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"08118","Ludwigsburg",6.93849544154807,"Hier leben rund <b>  427 010</b> deutsche Personen, davon sind etwa <b> 29 630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"08119","Rems-Murr-Kreis",7.00596956051923,"Hier leben rund <b>  359 990</b> deutsche Personen, davon sind etwa <b> 25 220</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"08121","Heilbronn (Stadt)",8.5123804532949,"Hier leben rund <b>   91 600</b> deutsche Personen, davon sind etwa <b>  7800</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,5 Prozent</b>."
"08125","Heilbronn (Land)",6.77750837085787,"Hier leben rund <b>  294 470</b> deutsche Personen, davon sind etwa <b> 19 960</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08126","Hohenlohekreis",6.97161391703769,"Hier leben rund <b>   99 270</b> deutsche Personen, davon sind etwa <b>  6920</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"08127","Schwäbisch Hall",6.81683461766449,"Hier leben rund <b>  170 390</b> deutsche Personen, davon sind etwa <b> 11 620</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08128","Main-Tauber-Kreis",6.45504643856547,"Hier leben rund <b>  116 500</b> deutsche Personen, davon sind etwa <b>  7520</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"08135","Heidenheim",6.79277259929475,"Hier leben rund <b>  109 750</b> deutsche Personen, davon sind etwa <b>  7460</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08136","Ostalbkreis",7.21876065369244,"Hier leben rund <b>  275 730</b> deutsche Personen, davon sind etwa <b> 19 900</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"08211","Baden-Baden (Stadt)",5.86406768569158,"Hier leben rund <b>   42 790</b> deutsche Personen, davon sind etwa <b>  2510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"08212","Karlsruhe (Stadt)",9.91170049851748,"Hier leben rund <b>  245 530</b> deutsche Personen, davon sind etwa <b> 24 340</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,9 Prozent</b>."
"08215","Karlsruhe (Land)",6.40162743085763,"Hier leben rund <b>  383 920</b> deutsche Personen, davon sind etwa <b> 24 580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"08216","Rastatt",6.33972228165295,"Hier leben rund <b>  191 630</b> deutsche Personen, davon sind etwa <b> 12 150</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"08221","Heidelberg (Stadt)",14.0920005262812,"Hier leben rund <b>  121 610</b> deutsche Personen, davon sind etwa <b> 17 140</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>14,1 Prozent</b>."
"08222","Mannheim (Stadt)",9.94848609994131,"Hier leben rund <b>  230 040</b> deutsche Personen, davon sind etwa <b> 22 880</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,9 Prozent</b>."
"08225","Neckar-Odenwald-Kreis",6.79369623000582,"Hier leben rund <b>  127 160</b> deutsche Personen, davon sind etwa <b>  8640</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08226","Rhein-Neckar-Kreis",6.6445098917177,"Hier leben rund <b>  475 700</b> deutsche Personen, davon sind etwa <b> 31 610</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"08231","Pforzheim (Stadt)",8.22164670335599,"Hier leben rund <b>   92 670</b> deutsche Personen, davon sind etwa <b>  7620</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,2 Prozent</b>."
"08235","Calw",6.90434704238892,"Hier leben rund <b>  133 150</b> deutsche Personen, davon sind etwa <b>  9190</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"08236","Enzkreis",6.58388527463737,"Hier leben rund <b>  170 010</b> deutsche Personen, davon sind etwa <b> 11 190</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"08237","Freudenstadt",6.96107060666422,"Hier leben rund <b>  103 420</b> deutsche Personen, davon sind etwa <b>  7200</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"08311","Freiburg im Breisgau (Stadt)",11.3120656882794,"Hier leben rund <b>  194 130</b> deutsche Personen, davon sind etwa <b> 21 960</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>11,3 Prozent</b>."
"08315","Breisgau-Hochschwarzwald",6.5130804937004,"Hier leben rund <b>  233 740</b> deutsche Personen, davon sind etwa <b> 15 220</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"08316","Emmendingen",6.42725586010507,"Hier leben rund <b>  147 140</b> deutsche Personen, davon sind etwa <b>  9460</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"08317","Ortenaukreis",6.70017105804039,"Hier leben rund <b>  377 070</b> deutsche Personen, davon sind etwa <b> 25 260</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"08325","Rottweil",6.48826032999342,"Hier leben rund <b>  120 060</b> deutsche Personen, davon sind etwa <b>  7790</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"08326","Schwarzwald-Baar-Kreis",6.78371492451947,"Hier leben rund <b>  173 090</b> deutsche Personen, davon sind etwa <b> 11 740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08327","Tuttlingen",7.14568555884581,"Hier leben rund <b>  116 170</b> deutsche Personen, davon sind etwa <b>  8300</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"08335","Konstanz",8.62378757881777,"Hier leben rund <b>  240 430</b> deutsche Personen, davon sind etwa <b> 20 730</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,6 Prozent</b>."
"08336","Lörrach",6.52482122714243,"Hier leben rund <b>  193 260</b> deutsche Personen, davon sind etwa <b> 12 610</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"08337","Waldshut",6.69791070406411,"Hier leben rund <b>  139 760</b> deutsche Personen, davon sind etwa <b>  9360</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"08415","Reutlingen",7.24512399373278,"Hier leben rund <b>  240 620</b> deutsche Personen, davon sind etwa <b> 17 430</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"08416","Tübingen",10.63370927255,"Hier leben rund <b>  197 990</b> deutsche Personen, davon sind etwa <b> 21 050</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>10,6 Prozent</b>."
"08417","Zollernalbkreis",6.78639668402386,"Hier leben rund <b>  163 810</b> deutsche Personen, davon sind etwa <b> 11 120</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"08421","Ulm (Stadt)",9.35664817139849,"Hier leben rund <b>   98 760</b> deutsche Personen, davon sind etwa <b>  9240</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,4 Prozent</b>."
"08425","Alb-Donau-Kreis",7.07841654502928,"Hier leben rund <b>  170 590</b> deutsche Personen, davon sind etwa <b> 12 080</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"08426","Biberach",6.70602138248234,"Hier leben rund <b>  180 240</b> deutsche Personen, davon sind etwa <b> 12 090</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"08435","Bodenseekreis",6.36547640952927,"Hier leben rund <b>  184 780</b> deutsche Personen, davon sind etwa <b> 11 760</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"08436","Ravensburg",7.31403461987001,"Hier leben rund <b>  251 240</b> deutsche Personen, davon sind etwa <b> 18 380</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,3 Prozent</b>."
"08437","Sigmaringen",6.93630595333033,"Hier leben rund <b>  115 360</b> deutsche Personen, davon sind etwa <b>  8000</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"09161","Ingolstadt (Stadt)",7.35876647415963,"Hier leben rund <b>  108 050</b> deutsche Personen, davon sind etwa <b>  7950</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,4 Prozent</b>."
"09162","München (Stadt)",7.6268722569259,"Hier leben rund <b>1 076 580</b> deutsche Personen, davon sind etwa <b> 82 110</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,6 Prozent</b>."
"09163","Rosenheim (Stadt)",7.75527528498666,"Hier leben rund <b>   49 480</b> deutsche Personen, davon sind etwa <b>  3840</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,8 Prozent</b>."
"09171","Altötting",6.65337089047433,"Hier leben rund <b>   97 270</b> deutsche Personen, davon sind etwa <b>  6470</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09172","Berchtesgadener Land",6.52619867181252,"Hier leben rund <b>   86 280</b> deutsche Personen, davon sind etwa <b>  5630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09173","Bad Tölz-Wolfratshausen",6.60892857142857,"Hier leben rund <b>  112 000</b> deutsche Personen, davon sind etwa <b>  7400</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09174","Dachau",6.84782865095653,"Hier leben rund <b>  127 180</b> deutsche Personen, davon sind etwa <b>  8710</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09175","Ebersberg",7.00224415035807,"Hier leben rund <b>  121 200</b> deutsche Personen, davon sind etwa <b>  8490</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"09176","Eichstätt",7.04,"Hier leben rund <b>  121 250</b> deutsche Personen, davon sind etwa <b>  8540</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"09177","Erding",7.20582980880288,"Hier leben rund <b>  120 350</b> deutsche Personen, davon sind etwa <b>  8670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"09178","Freising",7.90395231483049,"Hier leben rund <b>  147 640</b> deutsche Personen, davon sind etwa <b> 11 670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,9 Prozent</b>."
"09179","Fürstenfeldbruck",6.64968778973001,"Hier leben rund <b>  179 050</b> deutsche Personen, davon sind etwa <b> 11 910</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09180","Garmisch-Partenkirchen",6.16962545297557,"Hier leben rund <b>   76 440</b> deutsche Personen, davon sind etwa <b>  4720</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09181","Landsberg a.Lech",6.3658605870117,"Hier leben rund <b>  109 130</b> deutsche Personen, davon sind etwa <b>  6950</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09182","Miesbach",6.24135463868352,"Hier leben rund <b>   83 860</b> deutsche Personen, davon sind etwa <b>  5230</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09183","Mühldorf a.Inn",6.77257525083612,"Hier leben rund <b>  104 050</b> deutsche Personen, davon sind etwa <b>  7050</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09184","München (Land)",7.56441726496212,"Hier leben rund <b>  281 910</b> deutsche Personen, davon sind etwa <b> 21 320</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,6 Prozent</b>."
"09185","Neuburg-Schrobenhausen",6.78361492533866,"Hier leben rund <b>   86 590</b> deutsche Personen, davon sind etwa <b>  5870</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09186","Pfaffenhofen a.d. Ilm",6.45483648455049,"Hier leben rund <b>  113 080</b> deutsche Personen, davon sind etwa <b>  7300</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09187","Rosenheim (Land)",6.48390399271983,"Hier leben rund <b>  228 570</b> deutsche Personen, davon sind etwa <b> 14 820</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09188","Starnberg",6.63475863486138,"Hier leben rund <b>  116 790</b> deutsche Personen, davon sind etwa <b>  7750</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09189","Traunstein",6.27715674518754,"Hier leben rund <b>  155 120</b> deutsche Personen, davon sind etwa <b>  9740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"09190","Weilheim-Schongau",6.4596363872055,"Hier leben rund <b>  123 430</b> deutsche Personen, davon sind etwa <b>  7970</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09261","Landshut (Stadt)",7.2601898985523,"Hier leben rund <b>   55 400</b> deutsche Personen, davon sind etwa <b>  4020</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,3 Prozent</b>."
"09262","Passau (Stadt)",9.25097276264592,"Hier leben rund <b>   41 120</b> deutsche Personen, davon sind etwa <b>  3800</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,3 Prozent</b>."
