"ags","region","anteil_18_24","tooltip"
"09263","Straubing (Stadt)",6.9191972260166,"Hier leben rund <b>   38 070</b> deutsche Personen, davon sind etwa <b>  2630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"09271","Deggendorf",7.0509143904847,"Hier leben rund <b>  106 360</b> deutsche Personen, davon sind etwa <b>  7500</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"09272","Freyung-Grafenau",6.32146178674982,"Hier leben rund <b>   73 120</b> deutsche Personen, davon sind etwa <b>  4620</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"09273","Kelheim",6.96806881768325,"Hier leben rund <b>  107 760</b> deutsche Personen, davon sind etwa <b>  7510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"09274","Landshut (Land)",6.66085318636855,"Hier leben rund <b>  143 350</b> deutsche Personen, davon sind etwa <b>  9550</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09275","Passau (Land)",6.36807752142689,"Hier leben rund <b>  174 200</b> deutsche Personen, davon sind etwa <b> 11 090</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09276","Regen",6.36493420215698,"Hier leben rund <b>   70 750</b> deutsche Personen, davon sind etwa <b>  4500</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09277","Rottal-Inn",6.47412416643186,"Hier leben rund <b>  106 470</b> deutsche Personen, davon sind etwa <b>  6890</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09278","Straubing-Bogen",6.60978311815587,"Hier leben rund <b>   93 880</b> deutsche Personen, davon sind etwa <b>  6200</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09279","Dingolfing-Landau",6.67557211656765,"Hier leben rund <b>   85 340</b> deutsche Personen, davon sind etwa <b>  5700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09361","Amberg (Stadt)",6.78258488499452,"Hier leben rund <b>   36 520</b> deutsche Personen, davon sind etwa <b>  2480</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09362","Regensburg (Stadt)",9.79198799449748,"Hier leben rund <b>  119 940</b> deutsche Personen, davon sind etwa <b> 11 740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,8 Prozent</b>."
"09363","Weiden in der Oberpfalz (Stadt)",7.0456972626609,"Hier leben rund <b>   35 580</b> deutsche Personen, davon sind etwa <b>  2510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"09371","Amberg-Sulzbach",6.24476987447699,"Hier leben rund <b>   95 600</b> deutsche Personen, davon sind etwa <b>  5970</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09372","Cham",6.35752699591344,"Hier leben rund <b>  117 700</b> deutsche Personen, davon sind etwa <b>  7480</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09373","Neumarkt in der Oberpfalz",6.71065858166607,"Hier leben rund <b>  123 360</b> deutsche Personen, davon sind etwa <b>  8280</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09374","Neustadt an der Waldnaab",6.2704721020447,"Hier leben rund <b>   89 450</b> deutsche Personen, davon sind etwa <b>  5610</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"09375","Regensburg (Land)",6.34350892785925,"Hier leben rund <b>  175 520</b> deutsche Personen, davon sind etwa <b> 11 130</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"09376","Schwandorf",6.41337659996395,"Hier leben rund <b>  133 130</b> deutsche Personen, davon sind etwa <b>  8540</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09377","Tirschenreuth",6.16939236803617,"Hier leben rund <b>   67 690</b> deutsche Personen, davon sind etwa <b>  4180</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09461","Bamberg (Stadt)",7.28133205452744,"Hier leben rund <b>   63 600</b> deutsche Personen, davon sind etwa <b>  4630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,3 Prozent</b>."
"09462","Bayreuth (Stadt)",10.7160912604576,"Hier leben rund <b>   61 320</b> deutsche Personen, davon sind etwa <b>  6570</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>10,7 Prozent</b>."
"09463","Coburg (Stadt)",7.35797399041752,"Hier leben rund <b>   35 060</b> deutsche Personen, davon sind etwa <b>  2580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,4 Prozent</b>."
"09464","Hof (Stadt)",7.18873931743283,"Hier leben rund <b>   35 810</b> deutsche Personen, davon sind etwa <b>  2570</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"09471","Bamberg (Land)",6.19978536415581,"Hier leben rund <b>  137 910</b> deutsche Personen, davon sind etwa <b>  8550</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09472","Bayreuth (Land)",6.06478574590071,"Hier leben rund <b>   97 150</b> deutsche Personen, davon sind etwa <b>  5890</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"09473","Coburg (Land)",5.74079258825625,"Hier leben rund <b>   78 580</b> deutsche Personen, davon sind etwa <b>  4510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"09474","Forchheim",6.20225484906143,"Hier leben rund <b>  105 640</b> deutsche Personen, davon sind etwa <b>  6550</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09475","Hof (Land)",5.83957068210705,"Hier leben rund <b>   84 970</b> deutsche Personen, davon sind etwa <b>  4960</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"09476","Kronach",5.86233487561188,"Hier leben rund <b>   59 650</b> deutsche Personen, davon sind etwa <b>  3500</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"09477","Kulmbach",6.0132582940186,"Hier leben rund <b>   65 920</b> deutsche Personen, davon sind etwa <b>  3960</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"09478","Lichtenfels",5.76785365536098,"Hier leben rund <b>   61 440</b> deutsche Personen, davon sind etwa <b>  3540</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"09479","Wunsiedel im Fichtelgebirge",5.89443742098609,"Hier leben rund <b>   63 280</b> deutsche Personen, davon sind etwa <b>  3730</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"09561","Ansbach (Stadt)",7.15239253611795,"Hier leben rund <b>   33 710</b> deutsche Personen, davon sind etwa <b>  2410</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,2 Prozent</b>."
"09562","Erlangen (Stadt)",9.22271627173974,"Hier leben rund <b>   88 830</b> deutsche Personen, davon sind etwa <b>  8190</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,2 Prozent</b>."
"09563","Fürth (Stadt)",6.66904973528616,"Hier leben rund <b>  103 510</b> deutsche Personen, davon sind etwa <b>  6900</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09564","Nürnberg (Stadt)",7.57421303144808,"Hier leben rund <b>  391 410</b> deutsche Personen, davon sind etwa <b> 29 650</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,6 Prozent</b>."
"09565","Schwabach (Stadt)",6.37160086471726,"Hier leben rund <b>   35 160</b> deutsche Personen, davon sind etwa <b>  2240</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09571","Ansbach (Land)",6.45935007737174,"Hier leben rund <b>  168 020</b> deutsche Personen, davon sind etwa <b> 10 850</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09572","Erlangen-Höchstadt",6.16389329001021,"Hier leben rund <b>  124 340</b> deutsche Personen, davon sind etwa <b>  7660</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09573","Fürth (Land)",5.74500220456486,"Hier leben rund <b>  106 600</b> deutsche Personen, davon sind etwa <b>  6120</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"09574","Nürnberger Land",5.93151632996078,"Hier leben rund <b>  151 720</b> deutsche Personen, davon sind etwa <b>  9000</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"09575","Neustadt an der Aisch-Bad Winsheim",6.15564193765073,"Hier leben rund <b>   90 810</b> deutsche Personen, davon sind etwa <b>  5590</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09576","Roth",6.13271884716069,"Hier leben rund <b>  118 040</b> deutsche Personen, davon sind etwa <b>  7240</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"09577","Weißenburg-Gunzenhausen",6.69370715624185,"Hier leben rund <b>   84 320</b> deutsche Personen, davon sind etwa <b>  5640</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"09661","Aschaffenburg (Stadt)",6.87605389109366,"Hier leben rund <b>   58 710</b> deutsche Personen, davon sind etwa <b>  4040</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"09662","Schweinfurt (Stadt)",6.9911190053286,"Hier leben rund <b>   42 230</b> deutsche Personen, davon sind etwa <b>  2950</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,0 Prozent</b>."
"09663","Würzburg (Stadt)",10.7639877562642,"Hier leben rund <b>  112 380</b> deutsche Personen, davon sind etwa <b> 12 100</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b>10,8 Prozent</b>."
"09671","Aschaffenburg (Land)",6.02677838554834,"Hier leben rund <b>  152 290</b> deutsche Personen, davon sind etwa <b>  9180</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"09672","Bad Kissingen",5.74798984341938,"Hier leben rund <b>   94 520</b> deutsche Personen, davon sind etwa <b>  5430</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,7 Prozent</b>."
"09673","Rhön-Grabfeld",6.37380627557981,"Hier leben rund <b>   73 300</b> deutsche Personen, davon sind etwa <b>  4670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"09674","Haßberge",6.24848104989831,"Hier leben rund <b>   78 180</b> deutsche Personen, davon sind etwa <b>  4880</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"09675","Kitzingen",6.28024106225792,"Hier leben rund <b>   80 810</b> deutsche Personen, davon sind etwa <b>  5080</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"09676","Miltenberg",6.52043134332379,"Hier leben rund <b>  111 370</b> deutsche Personen, davon sind etwa <b>  7260</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09677","Main-Spessart",6.00686599057678,"Hier leben rund <b>  114 190</b> deutsche Personen, davon sind etwa <b>  6860</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"09678","Schweinfurt (Land)",5.97906047403442,"Hier leben rund <b>  105 350</b> deutsche Personen, davon sind etwa <b>  6300</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"09679","Würzburg (Land)",6.07817593973797,"Hier leben rund <b>  148 150</b> deutsche Personen, davon sind etwa <b>  9000</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"09761","Augsburg (Stadt)",8.64912786187637,"Hier leben rund <b>  225 600</b> deutsche Personen, davon sind etwa <b> 19 510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,6 Prozent</b>."
"09762","Kaufbeuren (Stadt)",6.91940330543035,"Hier leben rund <b>   37 270</b> deutsche Personen, davon sind etwa <b>  2580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"09763","Kempten (Allgäu) (Stadt)",7.58380955847559,"Hier leben rund <b>   54 950</b> deutsche Personen, davon sind etwa <b>  4170</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,6 Prozent</b>."
"09764","Memmingen (Stadt)",6.93924560898359,"Hier leben rund <b>   34 730</b> deutsche Personen, davon sind etwa <b>  2410</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,9 Prozent</b>."
"09771","Aichach-Friedberg",6.50510620248621,"Hier leben rund <b>  122 600</b> deutsche Personen, davon sind etwa <b>  7980</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09772","Augsburg (Land)",6.56145785248045,"Hier leben rund <b>  231 790</b> deutsche Personen, davon sind etwa <b> 15 210</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09773","Dillingen an der Donau",6.79150459536677,"Hier leben rund <b>   87 150</b> deutsche Personen, davon sind etwa <b>  5920</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09774","Günzburg",7.0697470390408,"Hier leben rund <b>  109 420</b> deutsche Personen, davon sind etwa <b>  7740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"09775","Neu-Ulm",7.09510657420832,"Hier leben rund <b>  152 430</b> deutsche Personen, davon sind etwa <b> 10 820</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,1 Prozent</b>."
"09776","Lindau (Bodensee)",6.11891860980456,"Hier leben rund <b>   69 950</b> deutsche Personen, davon sind etwa <b>  4280</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"09777","Ostallgäu",6.64867324681846,"Hier leben rund <b>  127 450</b> deutsche Personen, davon sind etwa <b>  8470</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"09778","Unterallgäu",6.49957779995394,"Hier leben rund <b>  130 270</b> deutsche Personen, davon sind etwa <b>  8470</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"09779","Donau-Ries",6.77299541184182,"Hier leben rund <b>  119 000</b> deutsche Personen, davon sind etwa <b>  8060</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,8 Prozent</b>."
"09780","Oberallgäu",6.02327809314097,"Hier leben rund <b>  139 870</b> deutsche Personen, davon sind etwa <b>  8420</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,0 Prozent</b>."
"10041","Regionalverband Saarbrücken",6.61213488544947,"Hier leben rund <b>  266 390</b> deutsche Personen, davon sind etwa <b> 17 610</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"10042","Merzig-Wadern",6.23659408514787,"Hier leben rund <b>   92 310</b> deutsche Personen, davon sind etwa <b>  5760</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,2 Prozent</b>."
"10043","Neunkirchen",5.85475422347105,"Hier leben rund <b>  115 310</b> deutsche Personen, davon sind etwa <b>  6750</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,9 Prozent</b>."
"10044","Saarlouis",5.84481134191754,"Hier leben rund <b>  178 310</b> deutsche Personen, davon sind etwa <b> 10 420</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"10045","Saarpfalz-Kreis",6.06676847844149,"Hier leben rund <b>  126 380</b> deutsche Personen, davon sind etwa <b>  7670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"10046","St. Wendel",5.34778613822047,"Hier leben rund <b>   80 540</b> deutsche Personen, davon sind etwa <b>  4310</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"11000","Berlin (BL)",6.714544000605,"Hier leben rund <b>2 856 190</b> deutsche Personen, davon sind etwa <b>191 780</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,7 Prozent</b>."
"12051","Brandenburg an der Havel (Stadt)",5.83781865499497,"Hier leben rund <b>   67 630</b> deutsche Personen, davon sind etwa <b>  3950</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"12052","Cottbus (Stadt)",6.50750866384289,"Hier leben rund <b>   83 100</b> deutsche Personen, davon sind etwa <b>  5410</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,5 Prozent</b>."
"12053","Frankfurt (Oder) (Stadt)",6.05137043887674,"Hier leben rund <b>   47 580</b> deutsche Personen, davon sind etwa <b>  2880</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,1 Prozent</b>."
"12054","Potsdam (Stadt)",7.30222123610187,"Hier leben rund <b>  162 250</b> deutsche Personen, davon sind etwa <b> 11 850</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,3 Prozent</b>."
"12060","Barnim",5.30198248040572,"Hier leben rund <b>  182 200</b> deutsche Personen, davon sind etwa <b>  9660</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"12061","Dahme-Spreewald",5.12822057795667,"Hier leben rund <b>  165 960</b> deutsche Personen, davon sind etwa <b>  8510</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"12062","Elbe-Elster",4.46139078498294,"Hier leben rund <b>   93 760</b> deutsche Personen, davon sind etwa <b>  4180</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,5 Prozent</b>."
"12063","Havelland",5.76199732411077,"Hier leben rund <b>  158 450</b> deutsche Personen, davon sind etwa <b>  9130</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,8 Prozent</b>."
"12064","Märkisch-Oderland",4.93368728487602,"Hier leben rund <b>  187 970</b> deutsche Personen, davon sind etwa <b>  9270</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
"12065","Oberhavel",5.64333425902919,"Hier leben rund <b>  205 250</b> deutsche Personen, davon sind etwa <b> 11 580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,6 Prozent</b>."
"12066","Oberspreewald-Lausitz",4.71236590828716,"Hier leben rund <b>  101 800</b> deutsche Personen, davon sind etwa <b>  4800</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,7 Prozent</b>."
"12067","Oder-Spree",4.84264989225884,"Hier leben rund <b>  166 600</b> deutsche Personen, davon sind etwa <b>  8070</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"12068","Ostprignitz-Ruppin",5.1739613609164,"Hier leben rund <b>   93 580</b> deutsche Personen, davon sind etwa <b>  4840</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"12069","Potsdam-Mittelmark",5.57217903325123,"Hier leben rund <b>  207 870</b> deutsche Personen, davon sind etwa <b> 11 580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,6 Prozent</b>."
"12070","Prignitz",4.80901229850408,"Hier leben rund <b>   70 660</b> deutsche Personen, davon sind etwa <b>  3400</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"12071","Spree-Neiße",4.20650278773016,"Hier leben rund <b>  104 390</b> deutsche Personen, davon sind etwa <b>  4390</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,2 Prozent</b>."
"12072","Teltow-Fläming",5.49740780592781,"Hier leben rund <b>  163 570</b> deutsche Personen, davon sind etwa <b>  8990</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,5 Prozent</b>."
"12073","Uckermark",4.93483832270026,"Hier leben rund <b>  110 030</b> deutsche Personen, davon sind etwa <b>  5430</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
"13003","Rostock (Stadt)",8.82521794599192,"Hier leben rund <b>  188 120</b> deutsche Personen, davon sind etwa <b> 16 600</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,8 Prozent</b>."
"13004","Schwerin (Stadt)",6.63246151920911,"Hier leben rund <b>   87 900</b> deutsche Personen, davon sind etwa <b>  5830</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,6 Prozent</b>."
"13071","Mecklenburgische Seenplatte",5.00209489444297,"Hier leben rund <b>  233 900</b> deutsche Personen, davon sind etwa <b> 11 700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"13072","Rostock (Land)",4.55904946756506,"Hier leben rund <b>  207 630</b> deutsche Personen, davon sind etwa <b>  9470</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,6 Prozent</b>."
"13073","Vorpommern-Rügen",4.79855944277347,"Hier leben rund <b>  202 140</b> deutsche Personen, davon sind etwa <b>  9700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"13074","Nordwestmecklenburg",5.27407686815481,"Hier leben rund <b>  148 460</b> deutsche Personen, davon sind etwa <b>  7830</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"13075","Vorpommern-Greifswald",6.28272003259567,"Hier leben rund <b>  211 070</b> deutsche Personen, davon sind etwa <b> 13 260</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,3 Prozent</b>."
"13076","Ludwigslust-Parchim",4.57395283928828,"Hier leben rund <b>  194 910</b> deutsche Personen, davon sind etwa <b>  8920</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,6 Prozent</b>."
"14511","Chemnitz (Stadt)",6.39557705859262,"Hier leben rund <b>  211 440</b> deutsche Personen, davon sind etwa <b> 13 520</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 6,4 Prozent</b>."
"14521","Erzgebirgskreis",5.21044570928482,"Hier leben rund <b>  306 230</b> deutsche Personen, davon sind etwa <b> 15 960</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"14522","Mittelsachsen",5.33885830733802,"Hier leben rund <b>  279 220</b> deutsche Personen, davon sind etwa <b> 14 910</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"14523","Vogtlandkreis",5.09715848061713,"Hier leben rund <b>  204 820</b> deutsche Personen, davon sind etwa <b> 10 440</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"14524","Zwickau",5.25384572433624,"Hier leben rund <b>  286 550</b> deutsche Personen, davon sind etwa <b> 15 060</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"14612","Dresden (Stadt)",8.25993596233928,"Hier leben rund <b>  498 770</b> deutsche Personen, davon sind etwa <b> 41 200</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,3 Prozent</b>."
"14625","Bautzen",4.98418172490452,"Hier leben rund <b>  280 690</b> deutsche Personen, davon sind etwa <b> 13 990</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"14626","Görlitz",5.07168530086606,"Hier leben rund <b>  226 200</b> deutsche Personen, davon sind etwa <b> 11 470</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"14627","Meißen",5.11112092961605,"Hier leben rund <b>  226 330</b> deutsche Personen, davon sind etwa <b> 11 570</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"14628","Sächsische Schweiz-Osterzgebirge",5.3603186564754,"Hier leben rund <b>  232 220</b> deutsche Personen, davon sind etwa <b> 12 450</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,4 Prozent</b>."
"14713","Leipzig (Stadt)",8.84039808050721,"Hier leben rund <b>  527 430</b> deutsche Personen, davon sind etwa <b> 46 630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,8 Prozent</b>."
"14729","Leipzig (Land)",5.11262052070595,"Hier leben rund <b>  247 780</b> deutsche Personen, davon sind etwa <b> 12 670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"14730","Nordsachsen",5.20841693016388,"Hier leben rund <b>  186 910</b> deutsche Personen, davon sind etwa <b>  9740</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"15001","Dessau-Roßlau (Stadt)",4.89485981308411,"Hier leben rund <b>   68 480</b> deutsche Personen, davon sind etwa <b>  3350</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
"15002","Halle (Saale) (Stadt)",8.84649846254098,"Hier leben rund <b>  196 430</b> deutsche Personen, davon sind etwa <b> 17 380</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,8 Prozent</b>."
"15003","Magdeburg (Stadt)",7.46236712563316,"Hier leben rund <b>  210 260</b> deutsche Personen, davon sind etwa <b> 15 690</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,5 Prozent</b>."
"15081","Altmarkkreis Salzwedel",4.96575342465754,"Hier leben rund <b>   75 920</b> deutsche Personen, davon sind etwa <b>  3770</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"15082","Anhalt-Bitterfeld",4.82148113881997,"Hier leben rund <b>  142 670</b> deutsche Personen, davon sind etwa <b>  6880</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"15083","Börde",4.8179071096955,"Hier leben rund <b>  159 180</b> deutsche Personen, davon sind etwa <b>  7670</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
