"zielkreis_ags","zielkreis","p_x18_bis_24_jahre","tooltip"
"16062","Nordhausen",-38.6178861788618,"Hier leben rund <b>  4100 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  475 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-38,6 je 1.000 Personen</b>."
"16063","Wartburgkreis",-34.8642911981213,"Hier leben rund <b>  7380 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  772 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-34,9 je 1.000 Personen</b>."
"16064","Unstrut-Hainich-Kreis",-35.9006470465456,"Hier leben rund <b>  4790 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  516 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-35,9 je 1.000 Personen</b>."
"16065","Kyffhäuserkreis",-38.6603061021666,"Hier leben rund <b>  3350 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  389 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-38,7 je 1.000 Personen</b>."
"16066","Schmalkalden-Meiningen",-34.8312578956867,"Hier leben rund <b>  5540 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  579 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-34,8 je 1.000 Personen</b>."
"16067","Gotha",-36.5701135624594,"Hier leben rund <b>  6660 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  731 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-36,6 je 1.000 Personen</b>."
"16068","Sömmerda",-44.8411433428966,"Hier leben rund <b>  3140 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  422 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-44,8 je 1.000 Personen</b>."
"16069","Hildburghausen",-41.5590802901758,"Hier leben rund <b>  2710 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  338 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-41,6 je 1.000 Personen</b>."
"16070","Ilm-Kreis",-28.5731880041874,"Hier leben rund <b>  5410 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  464 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-28,6 je 1.000 Personen</b>."
"16071","Weimarer Land",-43.1887866841875,"Hier leben rund <b>  3800 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  493 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-43,2 je 1.000 Personen</b>."
"16072","Sonneberg",-29.2008864554817,"Hier leben rund <b>  2560 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  224 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-29,2 je 1.000 Personen</b>."
"16073","Saalfeld-Rudolstadt",-32.1707976895518,"Hier leben rund <b>  4560 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  440 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-32,2 je 1.000 Personen</b>."
"16074","Saale-Holzland-Kreis",-30.6952049112328,"Hier leben rund <b>  4020 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  370 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-30,7 je 1.000 Personen</b>."
"16075","Saale-Orla-Kreis",-30.8609035930274,"Hier leben rund <b>  3750 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  347 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-30,9 je 1.000 Personen</b>."
"16076","Greiz",-48.1796927187709,"Hier leben rund <b>  3990 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  577 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-48,2 je 1.000 Personen</b>."
"16077","Altenburger Land",-34.2447571011415,"Hier leben rund <b>  3770 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  387 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-34,2 je 1.000 Personen</b>."
"02000","Hamburg, Freie und Hansestadt",46.8608254102899,"Hier leben rund <b>113 170 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>15 910 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+46,9 je 1.000 Personen</b>."
"03101","Braunschweig, Stadt",58.9529891402388,"Hier leben rund <b> 18 480 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 3268 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+59,0 je 1.000 Personen</b>."
"03102","Salzgitter, Stadt",-22.5593154414625,"Hier leben rund <b>  6000 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  406 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-22,6 je 1.000 Personen</b>."
"03103","Wolfsburg, Stadt",-3.45084872225331,"Hier leben rund <b>  7150 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   74 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-3,5 je 1.000 Personen</b>."
"03151","Gifhorn",-50.7867678459972,"Hier leben rund <b> 10 150 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1546 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-50,8 je 1.000 Personen</b>."
"03153","Goslar",-25.8885686839577,"Hier leben rund <b>  6940 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  539 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-25,9 je 1.000 Personen</b>."
"03154","Helmstedt",-39.9812168779768,"Hier leben rund <b>  4970 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  596 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-40,0 je 1.000 Personen</b>."
"03155","Northeim",-28.4300494826811,"Hier leben rund <b>  7410 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  632 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-28,4 je 1.000 Personen</b>."
"03157","Peine",-42.1117249846532,"Hier leben rund <b>  8140 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1029 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-42,1 je 1.000 Personen</b>."
"03158","Wolfenbüttel",-40.5726788432268,"Hier leben rund <b>  7010 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  853 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-40,6 je 1.000 Personen</b>."
"03159","Göttingen",13.7128144852098,"Hier leben rund <b> 23 820 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  980 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+13,7 je 1.000 Personen</b>."
"03241","Region Hannover",19.0125465678928,"Hier leben rund <b> 70 060 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 3996 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+19,0 je 1.000 Personen</b>."
"03251","Diepholz",-26.0504201680672,"Hier leben rund <b> 13 090 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1023 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-26,1 je 1.000 Personen</b>."
"03252","Hameln-Pyrmont",-28.1580281580282,"Hier leben rund <b>  8550 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  722 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-28,2 je 1.000 Personen</b>."
"03254","Hildesheim",1.68715353097132,"Hier leben rund <b> 17 980 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   91 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,7 je 1.000 Personen</b>."
"03255","Holzminden",-25.6161616161616,"Hier leben rund <b>  4120 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  317 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-25,6 je 1.000 Personen</b>."
"03256","Nienburg (Weser)",-25.7390082136426,"Hier leben rund <b>  7590 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  586 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-25,7 je 1.000 Personen</b>."
"03257","Schaumburg",-37.6366993324812,"Hier leben rund <b>  9390 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1060 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-37,6 je 1.000 Personen</b>."
"03351","Celle",-34.3912776214048,"Hier leben rund <b> 10 300 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1063 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-34,4 je 1.000 Personen</b>."
"03352","Cuxhaven",-36.9392365695508,"Hier leben rund <b> 11 360 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1259 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-36,9 je 1.000 Personen</b>."
"03353","Harburg",-34.3231692464404,"Hier leben rund <b> 15 050 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1550 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-34,3 je 1.000 Personen</b>."
"03354","Lüchow-Dannenberg",-62.1168778095627,"Hier leben rund <b>  2450 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  456 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-62,1 je 1.000 Personen</b>."
"03355","Lüneburg",0.519089516987205,"Hier leben rund <b> 12 840 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   20 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,5 je 1.000 Personen</b>."
"03356","Osterholz",-42.1008969772386,"Hier leben rund <b>  6430 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  812 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-42,1 je 1.000 Personen</b>."
"03357","Rotenburg (Wümme)",-28.9868132528311,"Hier leben rund <b> 11 100 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  965 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-29,0 je 1.000 Personen</b>."
"03358","Heidekreis",-29.0717637633055,"Hier leben rund <b>  8740 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  762 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-29,1 je 1.000 Personen</b>."
"03359","Stade",-24.6418938382172,"Hier leben rund <b> 12 730 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  941 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-24,6 je 1.000 Personen</b>."
"03360","Uelzen",-28.4228125580531,"Hier leben rund <b>  5380 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  459 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-28,4 je 1.000 Personen</b>."
"03361","Verden",-24.4648318042813,"Hier leben rund <b>  8180 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  600 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-24,5 je 1.000 Personen</b>."
"03401","Delmenhorst, Stadt",-5.48954207490793,"Hier leben rund <b>  4800 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   79 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-5,5 je 1.000 Personen</b>."
"03402","Emden, Stadt",-9.93029695407238,"Hier leben rund <b>  3490 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  104 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-9,9 je 1.000 Personen</b>."
"03403","Oldenburg (Oldenburg), Stadt",63.1405735778091,"Hier leben rund <b> 14 180 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2686 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+63,1 je 1.000 Personen</b>."
"03404","Osnabrück, Stadt",69.3839779586514,"Hier leben rund <b> 15 850 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 3299 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+69,4 je 1.000 Personen</b>."
"03405","Wilhelmshaven, Stadt",5.30612244897959,"Hier leben rund <b>  4900 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   78 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+5,3 je 1.000 Personen</b>."
"03451","Ammerland",-38.4916492693111,"Hier leben rund <b>  7660 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  885 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-38,5 je 1.000 Personen</b>."
"03452","Aurich",-36.9512464151776,"Hier leben rund <b> 12 090 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1340 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-37,0 je 1.000 Personen</b>."
"03453","Cloppenburg",-22.392783668302,"Hier leben rund <b> 12 640 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  849 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-22,4 je 1.000 Personen</b>."
"03454","Emsland",-27.1167083371917,"Hier leben rund <b> 21 600 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1757 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-27,1 je 1.000 Personen</b>."
"03455","Friesland",-36.3244224984392,"Hier leben rund <b>  5870 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  640 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-36,3 je 1.000 Personen</b>."
"03456","Grafschaft Bentheim",-31.0960706899793,"Hier leben rund <b>  8860 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  827 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-31,1 je 1.000 Personen</b>."
"03457","Leer",-28.8538033168105,"Hier leben rund <b> 10 890 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  943 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-28,9 je 1.000 Personen</b>."
"03458","Oldenburg, Landkreis",-41.3478824365567,"Hier leben rund <b>  7970 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  989 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-41,3 je 1.000 Personen</b>."
"03459","Osnabrück, Landkreis",-32.48746163635,"Hier leben rund <b> 22 260 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2170 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-32,5 je 1.000 Personen</b>."
"03460","Vechta",-17.5671826037413,"Hier leben rund <b> 10 530 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  555 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-17,6 je 1.000 Personen</b>."
"03461","Wesermarsch",-26.1449480642115,"Hier leben rund <b>  5650 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  443 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-26,1 je 1.000 Personen</b>."
"03462","Wittmund",-33.4641989156852,"Hier leben rund <b>  3570 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  358 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-33,5 je 1.000 Personen</b>."
"04011","Bremen, Stadt",15.0102658010099,"Hier leben rund <b> 36 040 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1623 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+15,0 je 1.000 Personen</b>."
"04012","Bremerhaven, Stadt",5.17309988062077,"Hier leben rund <b>  7540 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  117 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+5,2 je 1.000 Personen</b>."
"05111","Düsseldorf, Stadt",59.2261361562329,"Hier leben rund <b> 32 870 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 5841 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+59,2 je 1.000 Personen</b>."
"05112","Duisburg, Stadt",0.824914683481366,"Hier leben rund <b> 29 500 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   73 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,8 je 1.000 Personen</b>."
"05113","Essen, Stadt",16.3198191254303,"Hier leben rund <b> 32 440 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1588 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+16,3 je 1.000 Personen</b>."
"05114","Krefeld, Stadt",-12.6655587450269,"Hier leben rund <b> 13 240 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  503 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-12,7 je 1.000 Personen</b>."
"05116","Mönchengladbach, Stadt",-5.65653997711961,"Hier leben rund <b> 15 730 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  267 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-5,7 je 1.000 Personen</b>."
"05117","Mülheim an der Ruhr, Stadt",-17.6987894175222,"Hier leben rund <b>  9060 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  481 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-17,7 je 1.000 Personen</b>."
"05119","Oberhausen, Stadt",-6.82774572917538,"Hier leben rund <b> 11 960 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  245 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-6,8 je 1.000 Personen</b>."
"05120","Remscheid, Stadt",-12.2024706236818,"Hier leben rund <b>  6640 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  243 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-12,2 je 1.000 Personen</b>."
"05122","Solingen, Stadt",-9.34222407445996,"Hier leben rund <b>  9600 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  269 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-9,3 je 1.000 Personen</b>."
"05124","Wuppertal, Stadt",8.13864712169797,"Hier leben rund <b> 21 830 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>  533 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+8,1 je 1.000 Personen</b>."
"05154","Kleve",-29.3296884788428,"Hier leben rund <b> 17 560 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1545 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-29,3 je 1.000 Personen</b>."
"05158","Mettmann",-27.2925211403109,"Hier leben rund <b> 26 330 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2156 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-27,3 je 1.000 Personen</b>."
"05162","Rhein-Kreis Neuss",-27.5330984411702,"Hier leben rund <b> 24 980 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2063 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-27,5 je 1.000 Personen</b>."
"05166","Viersen",-36.6191607284244,"Hier leben rund <b> 16 840 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 1850 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-36,6 je 1.000 Personen</b>."
"05170","Wesel",-29.6684118673647,"Hier leben rund <b> 25 210 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2244 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-29,7 je 1.000 Personen</b>."
"05314","Bonn, Stadt",36.5716910522974,"Hier leben rund <b> 24 670 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b> 2707 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+36,6 je 1.000 Personen</b>."
"05315","Köln, Stadt",70.7650606079064,"Hier leben rund <b> 65 670 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>13 941 mehr 18- bis 24-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+70,8 je 1.000 Personen</b>."
"05316","Leverkusen, Stadt",-3.06122448979592,"Hier leben rund <b>  9800 deutsche Personen</b> zwischen 18 und 24 Jahren. Zwischen 2022 und 2024 sind <b>   90 mehr 18- bis 24-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-3,1 je 1.000 Personen</b>."
