"zielkreis_ags","zielkreis","p_x30_bis_49_jahre","tooltip"
"01055","Ostholstein",1.69151127962742,"Hier leben rund <b> 38 510 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1954 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,7 je 100 Personen</b>."
"01056","Pinneberg",0.991607103344294,"Hier leben rund <b> 64 780 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1927 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,0 je 100 Personen</b>."
"01057","Plön",2.11736706634072,"Hier leben rund <b> 25 770 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1637 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,1 je 100 Personen</b>."
"01058","Rendsburg-Eckernförde",1.38796552246988,"Hier leben rund <b> 57 160 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2380 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,4 je 100 Personen</b>."
"01059","Schleswig-Flensburg",1.53758633399035,"Hier leben rund <b> 41 600 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1919 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,5 je 100 Personen</b>."
"01060","Segeberg",1.32031349808091,"Hier leben rund <b> 60 010 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2377 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,3 je 100 Personen</b>."
"01061","Steinburg",1.48480925911825,"Hier leben rund <b> 26 270 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1170 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,5 je 100 Personen</b>."
"01062","Stormarn",1.46030012223349,"Hier leben rund <b> 51 270 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2246 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,5 je 100 Personen</b>."
"11000","Berlin, Stadt",-1.3259796096598,"Hier leben rund <b>773 670 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>30 776 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,3 je 100 Personen</b>."
"12051","Brandenburg an der Havel, Stadt",0.650817114231748,"Hier leben rund <b> 16 240 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  317 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,7 je 100 Personen</b>."
"12052","Cottbus, Stadt",-0.780904931008286,"Hier leben rund <b> 18 870 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  442 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,8 je 100 Personen</b>."
"12053","Frankfurt (Oder), Stadt",-0.0761687137008474,"Hier leben rund <b> 10 500 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>   24 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,1 je 100 Personen</b>."
"12054","Potsdam, Stadt",-0.873632700057571,"Hier leben rund <b> 46 320 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1214 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,9 je 100 Personen</b>."
"12060","Barnim",2.16958523960845,"Hier leben rund <b> 44 370 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2888 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,2 je 100 Personen</b>."
"12061","Dahme-Spreewald",1.91951382198177,"Hier leben rund <b> 40 480 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2331 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,9 je 100 Personen</b>."
"12062","Elbe-Elster",1.08491616556902,"Hier leben rund <b> 20 950 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  682 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,1 je 100 Personen</b>."
"12063","Havelland",2.19689285142278,"Hier leben rund <b> 37 460 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2469 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,2 je 100 Personen</b>."
"12064","Märkisch-Oderland",2.17976654267456,"Hier leben rund <b> 45 430 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2971 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,2 je 100 Personen</b>."
"12065","Oberhavel",1.64248286981056,"Hier leben rund <b> 49 620 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2445 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,6 je 100 Personen</b>."
"12066","Oberspreewald-Lausitz",0.777088972321662,"Hier leben rund <b> 22 910 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  534 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,8 je 100 Personen</b>."
"12067","Oder-Spree",1.66203547406965,"Hier leben rund <b> 38 510 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1920 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,7 je 100 Personen</b>."
"12068","Ostprignitz-Ruppin",1.11562339541614,"Hier leben rund <b> 21 420 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  717 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,1 je 100 Personen</b>."
"12069","Potsdam-Mittelmark",2.41674034777483,"Hier leben rund <b> 48 630 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 3526 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,4 je 100 Personen</b>."
"12070","Prignitz",1.04193687851275,"Hier leben rund <b> 15 420 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  482 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,0 je 100 Personen</b>."
"12071","Spree-Neiße",1.61421575154985,"Hier leben rund <b> 22 530 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1091 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,6 je 100 Personen</b>."
"12072","Teltow-Fläming",2.38012994489678,"Hier leben rund <b> 40 530 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2894 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+2,4 je 100 Personen</b>."
"12073","Uckermark",1.12232971427767,"Hier leben rund <b> 23 670 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  797 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,1 je 100 Personen</b>."
"13003","Rostock",-1.24788494077834,"Hier leben rund <b> 47 280 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1770 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,2 je 100 Personen</b>."
"13004","Schwerin",-0.172863514994367,"Hier leben rund <b> 21 600 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  112 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,2 je 100 Personen</b>."
"13071","Mecklenburgische Seenplatte",0.929609865555409,"Hier leben rund <b> 53 030 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1479 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,9 je 100 Personen</b>."
"13072","Landkreis Rostock",1.79051149795831,"Hier leben rund <b> 49 630 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 2666 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,8 je 100 Personen</b>."
"13073","Vorpommern-Rügen",1.12284626470778,"Hier leben rund <b> 46 490 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1566 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,1 je 100 Personen</b>."
"13074","Nordwestmecklenburg",1.16756016036592,"Hier leben rund <b> 36 000 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1261 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,2 je 100 Personen</b>."
"13075","Vorpommern-Greifswald",0.462632455661473,"Hier leben rund <b> 47 630 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  661 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,5 je 100 Personen</b>."
"13076","Ludwigslust-Parchim",1.28157544265659,"Hier leben rund <b> 45 800 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1761 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,3 je 100 Personen</b>."
"14511","Chemnitz, Stadt",-0.714571093601609,"Hier leben rund <b> 50 890 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1091 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,7 je 100 Personen</b>."
"14521","Erzgebirgskreis",0.396246388006752,"Hier leben rund <b> 69 910 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  831 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,4 je 100 Personen</b>."
"14522","Mittelsachsen",0.779480697319218,"Hier leben rund <b> 63 290 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1480 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,8 je 100 Personen</b>."
"14523","Vogtlandkreis",0.374217928641273,"Hier leben rund <b> 45 340 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  509 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,4 je 100 Personen</b>."
"14524","Zwickau",0.303198487090939,"Hier leben rund <b> 64 860 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  590 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,3 je 100 Personen</b>."
"14612","Dresden, Stadt",-1.27718646535441,"Hier leben rund <b>137 830 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 5281 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,3 je 100 Personen</b>."
"14625","Bautzen",1.01509167340175,"Hier leben rund <b> 65 580 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1997 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,0 je 100 Personen</b>."
"14626","Görlitz",0.676984606411565,"Hier leben rund <b> 48 010 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  975 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,7 je 100 Personen</b>."
"14627","Meißen",1.16456371745511,"Hier leben rund <b> 52 470 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1833 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,2 je 100 Personen</b>."
"14628","Sächsische Schweiz-Osterzgebirge",1.01643273057909,"Hier leben rund <b> 55 360 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1688 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,0 je 100 Personen</b>."
"14713","Leipzig, Stadt",-1.23971631205674,"Hier leben rund <b>152 750 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 5681 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,2 je 100 Personen</b>."
"14729","Leipzig, Landkreis",1.70536578737282,"Hier leben rund <b> 58 870 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 3012 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,7 je 100 Personen</b>."
"14730","Nordsachsen",1.23244929797192,"Hier leben rund <b> 44 870 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1659 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,2 je 100 Personen</b>."
"15001","Dessau-Roßlau, Stadt",0.0880608083055247,"Hier leben rund <b> 14 380 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>   38 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,1 je 100 Personen</b>."
"15002","Halle (Saale), Stadt",-1.30844677432992,"Hier leben rund <b> 47 310 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1857 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,3 je 100 Personen</b>."
"15003","Magdeburg, Landeshauptstadt",-1.0117065294177,"Hier leben rund <b> 52 850 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1604 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,0 je 100 Personen</b>."
"15081","Altmarkkreis Salzwedel",0.639232920495405,"Hier leben rund <b> 17 520 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  336 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,6 je 100 Personen</b>."
"15082","Anhalt-Bitterfeld",0.88860518369911,"Hier leben rund <b> 32 900 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  877 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,9 je 100 Personen</b>."
"15083","Börde",1.17463069678889,"Hier leben rund <b> 39 220 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1382 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,2 je 100 Personen</b>."
"15084","Burgenlandkreis",0.776015092796535,"Hier leben rund <b> 35 870 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  835 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,8 je 100 Personen</b>."
"15085","Harz",0.540467504391298,"Hier leben rund <b> 44 410 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  720 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,5 je 100 Personen</b>."
"15086","Jerichower Land",1.36093340961495,"Hier leben rund <b> 19 230 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  785 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,4 je 100 Personen</b>."
"15087","Mansfeld-Südharz",0.621332839231672,"Hier leben rund <b> 26 980 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  503 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,6 je 100 Personen</b>."
"15088","Saalekreis",1.28279554287004,"Hier leben rund <b> 41 340 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1591 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,3 je 100 Personen</b>."
"15089","Salzlandkreis",0.729453299413322,"Hier leben rund <b> 38 520 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  843 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,7 je 100 Personen</b>."
"15090","Stendal",0.525752985207628,"Hier leben rund <b> 22 440 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  354 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,5 je 100 Personen</b>."
"15091","Wittenberg",1.13096643837414,"Hier leben rund <b> 25 410 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  862 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+1,1 je 100 Personen</b>."
"16051","Erfurt, Stadt",-0.971326236460351,"Hier leben rund <b> 50 070 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1459 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-1,0 je 100 Personen</b>."
"16052","Gera, Stadt",-0.107679953277851,"Hier leben rund <b> 18 260 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>   59 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,1 je 100 Personen</b>."
"16053","Jena, Stadt",-1.96359011050163,"Hier leben rund <b> 25 160 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b> 1482 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-2,0 je 100 Personen</b>."
"16054","Suhl, Stadt",-0.116144018583043,"Hier leben rund <b>  6310 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>   22 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,1 je 100 Personen</b>."
"16055","Weimar, Stadt",-0.466703817219281,"Hier leben rund <b> 14 360 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  201 mehr 30- bis 49-Jährige</b> fortgezogen als zugezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>-0,5 je 100 Personen</b>."
"16061","Eichsfeld",0.182812745476099,"Hier leben rund <b> 23 340 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>  128 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,2 je 100 Personen</b>."
"16062","Nordhausen",0.16635353060905,"Hier leben rund <b> 17 030 deutsche Personen</b> zwischen 30 und 49 Jahren. Zwischen 2022 und 2024 sind <b>   85 mehr 30- bis 49-Jährige</b> zugezogen als fortgezogen. Das entspricht einem durchschnittlichen jährlichen Wanderungssaldo von <b>+0,2 je 100 Personen</b>."
