"ags","region","bevoelkerung_2024_gesamt","durchschnittsalter_2024_gesamt","bevoelkerung_18_24_deutsch","anteil_18_24_an_bevoelkerung_deutsch","wanderungssaldo_18_24_deutsch","bevoelkerung_30_49_deutsch","anteil_30_49_an_bevoelkerung_deutsch","wanderungssaldo_30_49_deutsch"
"08326","Schwarzwald-Baar-Kreis",214065,44.6661483801298,11742,6.78371492451947,-2.10582010582011,38054,21.98496744487,0.319829424307036
"08327","Tuttlingen",145208,43.1286148044716,8301,7.14568555884581,-2.81498738109105,26254,22.6000275463122,0.240761264187717
"08335","Konstanz",291841,44.2596879232002,20734,8.62378757881777,2.34323279910089,52486,21.8302360789925,0.419096327579638
"08336","Lörrach",238263,44.2997823451037,12610,6.52482122714243,-1.52916889670464,43660,22.5910939553559,0.768336335240875
"08337","Waldshut",171579,44.6011235673227,9361,6.69791070406411,-2.70957980881645,31426,22.4856897538638,0.697840423605118
"08415","Reutlingen",293483,44.2652938593891,17433,7.24512399373278,-1.52850937990944,53923,22.4103035113895,0.308118551097362
"08416","Tübingen",233546,42.1274429755006,21054,10.63370927255,4.73015726036699,45607,23.0346527402484,-0.869843681345279
"08417","Zollernalbkreis",193326,45.1207897642917,11117,6.78639668402386,-1.90996301433195,36213,22.1063041394761,0.574873546484499
"08421","Ulm (Stadt)",129882,42.2902577231064,9241,9.35664817139849,4.67658563844649,23857,24.15556275566,-2.09843944283778
"08425","Alb-Donau-Kreis",202354,43.4433943491508,12075,7.07841654502928,-2.50045676402266,39486,23.1468617554473,0.811711966537238
"08426","Biberach",207415,43.2468987355559,12087,6.70602138248234,-2.46215017586787,43301,24.0239457171232,0.651847683361471
"08435","Bodenseekreis",220804,45.682605186748,11762,6.36547640952927,-2.79926928863099,40381,21.8537921181093,0.447681356211167
"08436","Ravensburg",291102,43.8528907911002,18376,7.31403461987001,-1.20486040002731,57796,23.0040239927083,0.542662916080638
"08437","Sigmaringen",132167,44.6037993560667,8002,6.93630595333033,-2.3931819046532,25781,22.3475260913283,0.63342815002107
"09161","Ingolstadt (Stadt)",141185,41.976339441633,7951,7.35876647415963,1.50630447660151,27832,25.7589219606101,-1.70586837728677
"09162","München (Stadt)",1505005,41.675709826645,82109,7.6268722569259,7.46205354274037,298961,27.7696398300165,-2.51769401053846
"09163","Rosenheim (Stadt)",65274,43.1258376831752,3837,7.75527528498666,3.78625134264232,11839,23.9287735467702,-0.74292486919319
"09171","Altötting",113938,44.7175647479356,6472,6.65337089047433,-1.22878581860301,22092,22.7111047145178,0.893757447978733
"09172","Berchtesgadener Land",105292,45.7179833794592,5631,6.52619867181252,-0.945665245435662,19676,22.8040286035488,0.515651856867545
"09173","Bad Tölz-Wolfratshausen",130248,44.9277257349033,7402,6.60892857142857,-2.57563729381671,25637,22.8901785714286,0.917964364491289
"09174","Dachau",153595,43.567466150554,8709,6.84782865095653,-1.50105868118572,31064,24.4254161457473,0.187527776874465
"09175","Ebersberg",144225,43.5403322111271,8487,7.00224415035807,-2.85990338164251,28336,23.3787663773473,0.622843888712279
"09176","Eichstätt",135668,42.7929798080342,8536,7.04,-1.77652582159624,30169,24.8816494845361,0.599644903018324
